impressions clicks conversions revenue day zone_id banner_id geo campaign_clicks browser proxy direction
6 0 0 0 2017-05-17 742790 1494225 IN 0 native f onclick
2 0 0 0 2017-05-14 1078334 1483860 US 0 edge f onclick
1 0 0 0 2017-05-15 1136746 1432397 IR 4 other f onclick
1 0 0 0 2017-05-10 2886 1415027 NI 0 chrome f onclick
4 0 0 0 2017-05-15 769152 1492055 IR 0 uc f onclick
1 0 0 0 2017-05-17 1019754 1461734 CH 11 chrome f onclick
2 0 0 0 2017-05-10 1131386 1367821 DE 9 firefox f onclick
0 0 0 0 2017-05-12 710441 1150832 IL 3 chrome f onclick
12 0 0 0 2017-05-17 1144886 1461994 BN 1 chrome f onclick
1 0 0 0 2017-05-15 847358 1484438 IN 0 chrome f onclick
1 0 0 0 2017-05-11 1106581 1380410 MX 4 edge f onclick
1 0 0 0 2017-05-15 1175359 1461965 TR 23 yandex f onclick
1 0 0 0 2017-05-14 299399 1449167 TR 9 chrome f onclick
1 0 0 0 2017-05-15 1131386 1481405 CO 0 firefox f onclick
1 0 0 0 2017-05-17 635070 1158927 HK 15 firefox f onclick
0 0 0 0 2017-05-14 340505 1443110 ID 4 samsung f onclick
2 0 0 0 2017-05-14 916307 1371237 HN 0 chrome f onclick
1 0 0 0 2017-05-14 1175359 1482578 IT 7 chrome f onclick
1 0 0 0 2017-05-16 916307 1448972 AT 1 chrome f onclick
3 0 0 0 2017-05-14 1171785 1439098 US 2 ie f onclick
1 0 0 0 2017-05-16 504479 1341585 GB 2 chrome f onclick
0 0 0 0 2017-05-17 1078334 1463786 PR 6 chrome f onclick
0 0 0 0 2017-05-16 429717 1460275 NZ 2 safari f onclick
10 0 0 0 2017-05-11 452300 1152391 LK 0 chrome f onclick
1 0 0 0 2017-05-12 478410 1015918 ID 0 uc f onclick
1 0 0 0 2017-05-11 593365 1378335 ID 0 chrome f onclick
100 0 0 0 2017-05-12 847358 1441139 CN 0 chrome f onclick
267 0 0 0 2017-05-13 1181186 1469256 TH 11 chrome f onclick
2 0 0 0 2017-05-16 429717 1465719 GB 0 safari f onclick
37 0 0 0 2017-05-14 478410 1448842 PR 0 chrome f onclick
1 0 0 0 2017-05-16 1172934 1475761 HU 20 chrome f onclick
10 0 0 0 2017-05-15 839950 1491218 US 1 uc f onclick
10 0 0 0 2017-05-13 359660 1373199 SA 5 samsung f onclick
8 0 0 0 2017-05-12 634917 1482369 DE 0 firefox f onclick
0 0 0 0 2017-05-15 938076 1415610 AZ 1 chrome f onclick
3 0 0 0 2017-05-14 886460 1475641 ID 5 opera_mini f onclick
18 0 0 0 2017-05-17 1181186 1319056 BD 5 chrome f onclick
2 0 0 0 2017-05-15 471152 1470978 GB 7 chrome f onclick
1 0 0 0 2017-05-11 1131386 1390408 AT 8 safari f onclick
47 0 0 0 2017-05-14 634917 1321908 BR 1 chrome f onclick
1 0 0 0 2017-05-12 916307 1427800 RO 1 opera f onclick
0 0 0 0 2017-05-15 1086822 1491565 GB 0 ie f onclick
5 0 0 0 2017-05-12 847358 1480031 PL 1 chrome f onclick
72 0 0 0 2017-05-17 1078178 1209256 US 0 firefox f onclick
1 0 0 0 2017-05-17 1136746 1344826 PL 0 chrome f onclick
1 0 0 0 2017-05-14 1094155 1452559 ID 3 firefox f onclick
16 0 0 0 2017-05-15 1103005 1473350 IQ 0 chrome f onclick
2 0 0 0 2017-05-13 839950 1486834 IN 0 chrome f onclick
0 0 0 0 2017-05-12 762488 1481437 IT 0 native f onclick
2 0 0 0 2017-05-10 1049110 1480261 PH 30 chrome f onclick
1 0 0 0 2017-05-16 299399 1456484 TT 5 chrome f onclick
1 0 0 0 2017-05-13 513092 1149864 DZ 0 firefox f onclick
5 0 0 0 2017-05-14 452300 1415357 MD 6 chrome f onclick
0 0 0 0 2017-05-11 1121522 1450355 IE 6 chrome f onclick
1246 0 0 0 2017-05-12 478410 1488437 AU 0 safari f onclick
1 0 0 0 2017-05-16 1175359 1487742 IL 4 firefox f onclick
2 0 0 0 2017-05-13 635070 1257443 HK 1 firefox f onclick
17 0 0 0 2017-05-11 593365 1253465 TN 2 chrome f onclick
4 0 0 0 2017-05-14 635070 1466963 TR 0 chrome f onclick
2 0 0 0 2017-05-15 299399 1472308 MZ 6 chrome f onclick
3 0 0 0 2017-05-13 769152 1450331 VN 0 uc f onclick
1 0 0 0 2017-05-14 593365 1331151 GP 1 edge f onclick
1 0 0 0 2017-05-10 1000532 1303765 IN 1 edge f onclick
1 0 0 0 2017-05-16 843753 1491559 CO 0 ie f onclick
1 0 0 0 2017-05-14 535061 1483124 TH 1 chrome f onclick
1 0 0 0 2017-05-15 478410 1331151 CH 5 edge f onclick
26 0 0 0 2017-05-13 1000532 1483601 IN 1 samsung f onclick
2 0 0 0 2017-05-14 1078334 1465506 CA 2 samsung f onclick
13 0 0 0 2017-05-10 504479 1290575 TR 0 chrome f onclick
1 0 0 0 2017-05-12 916307 1335445 SO 9 chrome f onclick
1 0 0 0 2017-05-14 710441 1450362 GB 28 chrome f onclick
0 0 0 0 2017-05-16 938076 1291899 US 0 chrome t onclick
2 0 0 0 2017-05-17 1144886 1461994 VG 6 chrome f onclick
7 0 0 0 2017-05-13 63230 1391576 MA 2 chrome f onclick
4 0 0 0 2017-05-15 452300 1381410 LK 2 chrome f onclick
4 0 0 0 2017-05-17 1181186 1308817 SK 3 chrome f onclick
1 0 0 0 2017-05-13 1131575 1420488 KY 3 samsung f onclick
2 0 0 0 2017-05-12 710441 1385883 LU 5 safari f onclick
2 0 0 0 2017-05-14 334661 980751 VE 1 edge f onclick
0 0 0 0 2017-05-14 710441 1414920 PT 6 firefox f onclick
1 0 0 0 2017-05-16 938076 1441111 LB 1 chrome f onclick
4 0 0 0 2017-05-17 3571 1489307 US 0 ie f onclick
0 0 0 0 2017-05-13 1181417 1474352 KH 4 chrome f onclick
9 0 0 0 2017-05-11 429717 1194414 NL 0 safari f onclick
1 0 0 0 2017-05-14 864823 1150832 SE 2 chrome f onclick
1 0 0 0 2017-05-16 429717 1406865 TR 3 chrome f onclick
67 0 0 0 2017-05-11 771648 1486307 GB 0 fb f onclick
1 0 0 0 2017-05-17 1138353 1481823 IN 6 chrome f onclick
10 0 0 0 2017-05-12 33771 1454809 ZA 2 chrome f onclick
0 0 0 0 2017-05-17 1033644 1396523 IL 3 fb f onclick
1 0 0 0 2017-05-15 299399 1369127 EC 15 chrome f onclick
0 0 0 0 2017-05-15 1078334 1435642 CO 11 safari f onclick
2 0 0 0 2017-05-15 752709 1225310 CD 16 opera_mini f onclick
1 0 0 0 2017-05-11 635070 1355844 KR 27 ie f onclick
0 0 0 0 2017-05-17 1193757 1382502 PL 3 opera f onclick
0 0 0 0 2017-05-11 63230 1471749 UA 0 fb f onclick
1 0 0 0 2017-05-15 710441 1471749 CO 22 edge f onclick
10 0 0 0 2017-05-12 769152 1488522 HK 0 native f onclick
3 0 0 0 2017-05-16 1078261 1414502 SA 4 firefox f onclick
0 0 0 0 2017-05-15 1078334 1386288 TR 0 ie f onclick
2 0 0 0 2017-05-13 759991 1284067 ES 0 chrome f onclick
1 0 0 0 2017-05-13 1159446 1483340 SA 3 opera f onclick
1 0 0 0 2017-05-13 184394 1475414 EG 7 ie f onclick
0 0 0 0 2017-05-16 710441 1442002 MY 1 samsung f onclick
0 0 0 0 2017-05-13 710441 1466381 FR 1 ie f onclick
3 0 0 0 2017-05-17 1153514 1259030 VE 1 chrome f onclick
2 0 0 0 2017-05-12 831863 1488924 DE 0 native f onclick
1 0 0 0 2017-05-17 839950 998413 NP 0 firefox f onclick
6 0 0 0 2017-05-14 1181186 1308817 HN 8 chrome f onclick
0 0 0 0 2017-05-16 1078261 1377923 RO 2 chrome f onclick
22 0 0 0 2017-05-13 478410 892121 TH 0 opera f onclick
0 0 0 0 2017-05-14 1175359 1481850 CO 0 native f onclick
3 0 0 0 2017-05-11 1062953 1253202 RE 0 ie f onclick
1 0 0 0 2017-05-12 1136746 868823 US 0 safari t onclick
1 0 0 0 2017-05-13 1188683 1291899 US 16 firefox f onclick
1 0 0 0 2017-05-10 578372 1486336 SV 0 ie f onclick
1 0 0 0 2017-05-17 411398 1257444 MY 0 chrome f onclick
81 0 0 0 2017-05-14 839950 1015918 ID 0 chrome f onclick
0 0 0 0 2017-05-16 1116920 1460276 HU 2 chrome f onclick
1 0 0 0 2017-05-11 437742 1482598 IR 1 firefox f onclick
26 0 0 0 2017-05-16 299399 1481293 AM 2 chrome f onclick
2 0 0 0 2017-05-13 504479 1287833 BR 15 firefox f onclick
5 0 0 0 2017-05-14 1193757 1389059 AE 2 chrome f onclick
1 0 0 0 2017-05-11 1106581 1394432 DZ 13 chrome f onclick
1 0 0 0 2017-05-12 769152 1471749 SD 14 firefox f onclick
2 0 0 0 2017-05-13 935696 1446427 VN 0 opera f onclick
1 0 0 0 2017-05-15 1180918 1432397 IR 9 chrome f onclick
2 0 0 0 2017-05-12 663781 1334376 UZ 0 chrome f onclick
1 0 0 0 2017-05-16 1110275 1471749 LK 0 opera f onclick
1 0 0 0 2017-05-15 593365 1043462 CZ 7 firefox f onclick
1 0 0 0 2017-05-16 1188683 1408302 IE 3 chrome f onclick
0 0 0 0 2017-05-16 1083095 1297955 SA 0 uc t onclick
28 0 0 0 2017-05-13 1027087 1478936 US 0 samsung f onclick
1 0 0 0 2017-05-14 1139279 1353753 SA 0 chrome f onclick
15 0 0 0 2017-05-14 513092 1486762 FR 2 chrome f onclick
21 0 0 0 2017-05-17 1142753 1494276 AU 0 chrome f onclick
0 0 0 0 2017-05-13 437742 1486673 IN 0 other f onclick
0 0 0 0 2017-05-14 1062804 1474352 JP 0 chrome f onclick
1 0 0 0 2017-05-13 1020802 1287833 IN 2 ie f onclick
4 0 0 0 2017-05-11 935696 1391580 IN 0 chrome f onclick
2 0 0 0 2017-05-17 831863 1482016 IT 4 safari f onclick
10 0 0 0 2017-05-13 635070 1439094 AE 2 chrome f onclick
0 0 0 0 2017-05-13 847358 1321750 TW 1 samsung f onclick
0 0 0 0 2017-05-15 1171720 1473567 HN 0 safari f onclick
1 0 0 0 2017-05-17 938076 1427800 SY 2 opera f onclick
1 0 0 0 2017-05-11 1078178 1291400 UA 2 chrome f onclick
2 0 0 0 2017-05-11 1015084 1486336 BA 0 native f onclick
1 0 0 0 2017-05-12 429717 1311363 HU 3 native f onclick
0 0 0 0 2017-05-16 710441 1354080 EG 24 edge f onclick
0 0 0 0 2017-05-16 1062953 1319056 SA 1 chrome f onclick
102 0 0 0 2017-05-16 359660 1178353 SA 20 chrome f onclick
2 0 0 0 2017-05-13 593365 1328076 RU 3 chrome f onclick
55 0 0 0 2017-05-16 938076 1472308 EG 2 chrome f onclick
3 0 0 0 2017-05-11 1078178 1409323 MA 5 chrome f onclick
1 0 0 0 2017-05-15 1211299 1408792 BR 1 other f onclick
121 0 0 0 2017-05-13 478410 892121 TH 4 chrome f onclick
7 0 0 0 2017-05-11 1106581 1377434 AR 2 chrome f onclick
2 0 0 0 2017-05-13 66588 1340293 IN 0 chrome f onclick
3 0 0 0 2017-05-11 429717 1473108 SG 2 edge f onclick
5 0 0 0 2017-05-16 752709 1486855 GH 25 opera_mini f onclick
1 0 0 0 2017-05-13 1093675 1426857 SA 0 edge f onclick
1 0 0 0 2017-05-14 578372 1380410 AR 1 firefox f onclick
1 0 0 0 2017-05-14 916307 1489264 IN 5 chrome f onclick
44 0 0 0 2017-05-13 1159446 1427976 IN 2 samsung f onclick
9 0 0 0 2017-05-15 1078334 1471749 RE 30 chrome f onclick
7 0 0 0 2017-05-13 1108546 1471688 GB 1 chrome f onclick
1 0 0 0 2017-05-12 1131386 1409323 ZM 0 firefox f onclick
0 0 0 0 2017-05-12 1078284 1417563 MA 0 ie f onclick
3 0 0 0 2017-05-13 1094155 1469871 GR 0 chrome f onclick
0 0 0 0 2017-05-12 710441 1159444 PL 17 chrome f onclick
15 0 0 0 2017-05-12 1131575 1150832 GB 13 chrome f onclick
0 0 0 0 2017-05-15 1078334 1308817 HU 3 chrome f onclick
1 0 0 0 2017-05-11 743805 1426859 SA 1 ie f onclick
2 0 0 0 2017-05-13 762488 1454427 MY 7 chrome f onclick
1 0 0 0 2017-05-16 1148958 1490435 ZA 0 chrome f onclick
0 0 0 0 2017-05-15 759991 1482555 CA 11 safari f onclick
1 0 0 0 2017-05-15 504479 1328155 AE 18 opera f onclick
1 0 0 0 2017-05-11 847358 1448860 US 1 chrome f onclick
1 0 0 0 2017-05-14 1171785 1447482 GB 12 safari f onclick
2 0 0 0 2017-05-12 938076 1428084 IQ 1 chrome f onclick
1 0 0 0 2017-05-17 63230 1474872 GP 1 chrome f onclick
12 0 0 0 2017-05-13 299399 1381410 BG 3 chrome f onclick
0 0 0 0 2017-05-16 759991 1322036 MT 13 chrome f onclick
0 0 0 0 2017-05-16 1078334 1491126 DM 0 firefox f onclick
1 0 0 0 2017-05-16 429717 1446426 HU 1 samsung f onclick
1 0 0 0 2017-05-16 1078334 1483548 US 0 samsung f onclick
0 0 0 0 2017-05-12 759991 1259076 GH 7 ie f onclick
5 0 0 0 2017-05-16 429717 897584 PR 1 firefox f onclick
2 0 0 0 2017-05-16 1006044 1433144 LY 0 chrome f onclick
6 0 0 0 2017-05-17 847358 1494940 BR 0 ie f onclick
2 0 0 0 2017-05-12 1106839 1487687 US 0 ie f onclick
0 0 0 0 2017-05-13 843753 1455670 DK 0 chrome f onclick
0 0 0 0 2017-05-13 1078334 1450253 EG 8 ie f onclick
27 0 0 0 2017-05-16 212967 1228308 JO 12 chrome f onclick
1 0 0 0 2017-05-12 1171785 1287510 PH 10 uc f onclick
1 0 0 0 2017-05-11 1144886 1459882 TH 21 chrome f onclick
1 0 0 0 2017-05-15 1144404 1465850 ES 1 safari f onclick
1 0 0 0 2017-05-13 710441 1462222 DE 8 native f onclick
2 0 0 0 2017-05-12 1159446 1356640 IN 3 chrome f onclick
1 0 0 0 2017-05-15 429717 1471906 FR 13 chrome f onclick
1 0 0 0 2017-05-14 1093675 1461466 GB 0 chrome f onclick
1 0 0 0 2017-05-12 429717 1183686 GI 4 edge f onclick
0 0 0 0 2017-05-11 429717 1450222 BE 25 safari f onclick
1 0 0 0 2017-05-13 1093675 1454950 DO 0 chrome f onclick
1 0 0 0 2017-05-12 1144404 1381547 ES 3 native f onclick
5 0 0 0 2017-05-12 1131575 1401415 US 16 chrome f onclick
1 0 0 0 2017-05-13 1144886 1480042 LA 5 chrome f onclick
2 0 0 0 2017-05-12 593365 1244231 HR 0 ie f onclick
0 0 0 0 2017-05-15 2886 1475303 SN 0 safari f onclick
2 0 0 0 2017-05-14 839950 1450830 US 5 chrome f onclick
0 0 0 0 2017-05-13 429717 1196110 SA 12 chrome f onclick
2 0 0 0 2017-05-13 1019754 1390370 RU 3 chrome f onclick
0 0 0 0 2017-05-10 1082686 1266901 IN 0 chrome f onclick
3 0 0 0 2017-05-15 593365 1043473 RE 4 chrome f onclick
0 0 0 0 2017-05-14 710441 1209310 AG 3 chrome f onclick
1 0 0 0 2017-05-11 1094155 1427770 ES 9 chrome f onclick
19 0 0 0 2017-05-11 1015123 1471749 PK 4 uc f onclick
3 0 0 0 2017-05-12 635070 1193995 KW 11 chrome f onclick
11 0 0 0 2017-05-11 751252 1411367 FR 14 safari f onclick
5 0 0 0 2017-05-16 429717 1474035 DE 3 samsung f onclick
0 0 0 0 2017-05-16 1106581 1467849 LA 0 firefox f onclick
1 0 0 0 2017-05-11 635070 1481368 NZ 1 chrome f onclick
2 0 0 0 2017-05-12 839950 1400233 FR 2 chrome f onclick
1 0 0 0 2017-05-11 1155625 1308817 UY 0 chrome f onclick
0 0 0 0 2017-05-11 759991 1371712 PR 0 other f onclick
0 0 0 0 2017-05-13 909078 1312526 MK 0 firefox f onclick
969 0 5 1.5 2017-05-15 604981 1482000 ZA 0 chrome f onclick
185 0 0 0 2017-05-11 1138353 1485624 US 0 chrome f onclick
2 0 0 0 2017-05-15 658456 1471749 CM 5 chrome f onclick
1 0 0 0 2017-05-12 504479 1297875 NL 2 chrome f onclick
3 0 0 0 2017-05-14 916307 1487742 IL 1 ie f onclick
1 0 0 0 2017-05-15 63230 1415387 DZ 8 opera f onclick
1 0 0 0 2017-05-17 759991 1478513 VE 9 chrome f onclick
19 0 0 0 2017-05-12 916307 1464322 IT 2 chrome f onclick
0 0 0 0 2017-05-11 759991 1408302 SE 3 safari f onclick
4 0 0 0 2017-05-12 710441 1471749 MT 13 chrome f onclick
738 0 0 0 2017-05-13 1116920 1489297 US 0 chrome f onclick
0 0 0 0 2017-05-13 710441 1448989 KW 1 safari f onclick
5 0 0 0 2017-05-15 1062953 1130452 GR 0 chrome f onclick
1 0 0 0 2017-05-11 1159446 1476325 JO 0 chrome f onclick
3 0 0 0 2017-05-11 762488 1480304 FR 0 native f onclick
1 0 0 0 2017-05-15 33771 1140984 HU 0 chrome f onclick
0 0 0 0 2017-05-17 1078334 1474872 RO 1 firefox f onclick
0 0 0 0 2017-05-17 1078334 1225310 RO 0 chrome f onclick
1 0 0 0 2017-05-17 710441 1391742 FR 19 chrome f onclick
0 0 0 0 2017-05-16 1093675 1493516 CA 0 fb f onclick
12 0 0 0 2017-05-11 1082686 1433919 PK 0 fb f onclick
1 0 0 0 2017-05-11 710441 998413 GE 3 ie f onclick
19 0 0 0 2017-05-12 1131575 1426304 BD 20 chrome f onclick
5 0 0 0 2017-05-12 1181186 1181822 MA 8 chrome f onclick
1 0 0 0 2017-05-13 903805 1447558 IQ 0 safari f onclick
1 0 0 0 2017-05-17 759991 1489264 IN 8 chrome f onclick
1 0 0 0 2017-05-10 1188683 1483819 BH 6 safari f onclick
1 0 0 0 2017-05-15 1078261 1388265 HK 17 native f onclick
10 0 0 0 2017-05-16 635070 1490120 KW 4 chrome f onclick
9 0 0 0 2017-05-15 1078334 1365623 DK 6 chrome f onclick
1 0 0 0 2017-05-14 1175778 1471749 VG 0 chrome f onclick
2 0 0 0 2017-05-17 916307 1414920 MX 2 chrome f onclick
0 0 0 0 2017-05-11 1116920 1479987 ID 3 chrome f onclick
5 0 0 0 2017-05-12 478410 1403429 ES 14 native f onclick
0 0 0 0 2017-05-15 1175359 1450222 MY 8 samsung f onclick
1 0 0 0 2017-05-15 769152 1471749 SG 2 chrome f onclick
0 0 0 0 2017-05-14 935696 1454435 IN 1 firefox f onclick
3 0 0 0 2017-05-11 1188683 1481520 EG 7 fb f onclick
2 0 0 0 2017-05-14 1144886 1340293 MQ 0 chrome f onclick
0 0 0 0 2017-05-12 1106581 1342694 BE 0 samsung f onclick
0 0 0 0 2017-05-11 1078334 1470277 BE 3 chrome f onclick
2 0 0 0 2017-05-13 1188683 1483241 KW 7 samsung f onclick
1 0 0 0 2017-05-13 1106581 1471066 QA 0 chrome f onclick
15 0 0 0 2017-05-15 63230 1334376 AE 0 chrome f onclick
1 0 0 0 2017-05-17 1078334 1477142 IT 0 samsung f onclick
0 0 0 0 2017-05-13 635070 1287833 JP 2 ie f onclick
1 0 0 0 2017-05-16 478410 980751 PL 1 firefox f onclick
0 0 0 0 2017-05-11 1062896 1487262 US 0 chrome f onclick
1 0 0 0 2017-05-12 1062953 1434582 UA 16 safari f onclick
1 0 0 0 2017-05-15 916307 1477867 TC 0 edge f onclick
1 0 0 0 2017-05-16 843753 1478069 NO 0 chrome f onclick
0 0 0 0 2017-05-11 710441 1445072 US 15 other f onclick
3 0 0 0 2017-05-11 593365 1101951 BA 2 firefox f onclick
0 0 0 0 2017-05-13 513092 1365575 LU 2 chrome f onclick
1 0 0 0 2017-05-13 1144404 1482555 JP 6 safari f onclick
5 0 0 0 2017-05-14 1106581 1466724 HU 0 chrome f onclick
1 0 0 0 2017-05-10 1175778 1478536 CA 3 chrome f onclick
13 0 0 0 2017-05-13 1106581 1486872 PF 3 chrome f onclick
1 0 0 0 2017-05-11 916307 1461929 IL 2 chrome f onclick
1 0 0 0 2017-05-12 635070 1158535 OM 24 firefox f onclick
3 0 0 0 2017-05-13 769152 1390685 BD 25 uc f onclick
0 0 0 0 2017-05-15 1120987 1486343 IQ 1 ie f onclick
4 0 0 0 2017-05-17 1082686 1495350 AE 0 chrome f onclick
0 0 0 0 2017-05-17 429717 1195874 RS 12 chrome f onclick
2 0 0 0 2017-05-15 653595 1331802 US 1 chrome f onclick
5 0 0 0 2017-05-15 769152 1480891 RO 0 uc f onclick
1 0 0 0 2017-05-12 635070 1478632 KW 15 chrome f onclick
6 0 0 0 2017-05-11 710441 1084348 SE 0 chrome f onclick
1 0 0 0 2017-05-13 1078261 1432459 US 2 edge f onclick
18 0 0 0 2017-05-11 916307 1454045 AE 0 firefox f onclick
1 0 0 0 2017-05-15 759991 1259076 SI 0 ie f onclick
1 0 0 0 2017-05-12 916307 1448159 SA 4 other f onclick
5 0 0 0 2017-05-12 916307 1431160 AT 1 firefox f onclick
1 0 0 0 2017-05-17 635070 1471749 AZ 7 safari f onclick
241 0 0 0 2017-05-14 1159446 1485955 IN 4 chrome f onclick
2 0 0 0 2017-05-13 184394 1186108 GE 28 edge f onclick
37 0 0 0 2017-05-15 63230 1428068 JO 1 chrome f onclick
1 0 0 0 2017-05-13 1106581 1452725 US 6 ie f onclick
0 0 0 0 2017-05-15 1006044 1387822 SA 0 ie t onclick
404 0 0 0 2017-05-16 769152 1482826 DE 1 chrome f onclick
6 0 0 0 2017-05-13 759991 1486812 DE 1 chrome f onclick
7 0 0 0 2017-05-17 752709 1486951 CL 13 opera_mini f onclick
4 0 0 0 2017-05-13 1188683 1448949 SA 4 samsung f onclick
2 0 0 0 2017-05-12 1078334 1352771 RS 7 chrome f onclick
1 0 0 0 2017-05-14 1062802 1403112 BB 1 edge f onclick
197 0 0 0 2017-05-17 1181186 1319056 RS 2 chrome f onclick
2 0 0 0 2017-05-11 478410 1171428 YE 1 firefox f onclick
2 0 0 0 2017-05-14 1116920 1490760 US 0 safari f onclick
1 0 0 0 2017-05-11 1019754 1434032 US 0 chrome f onclick
4 0 0 0 2017-05-17 3571 1183686 PS 1 firefox f onclick
0 0 0 0 2017-05-13 847358 1441656 HU 1 edge f onclick
1 0 0 0 2017-05-11 1062802 1452559 PT 0 ie f onclick
0 0 0 0 2017-05-13 759991 1276149 PR 0 chrome f onclick
0 0 0 0 2017-05-12 759991 1048741 IE 1 chrome f onclick
1 0 0 0 2017-05-11 916307 1326919 IN 13 edge f onclick
0 0 0 0 2017-05-12 710441 1340292 PL 3 firefox f onclick
4 0 0 0 2017-05-14 478410 1441656 HU 2 firefox f onclick
0 0 0 0 2017-05-12 759991 1381435 VN 4 firefox f onclick
205 0 0 0 2017-05-12 635070 1260823 PH 0 chrome f onclick
2 0 0 0 2017-05-16 1106900 1467343 NP 4 chrome f onclick
1 0 0 0 2017-05-16 429717 1225310 AI 25 safari f onclick
1 0 0 0 2017-05-13 762488 1312122 DZ 0 firefox f onclick
3 0 0 0 2017-05-11 710441 980751 BE 4 edge f onclick
1 0 0 0 2017-05-12 334661 1480057 UY 0 ie f onclick
1 0 0 0 2017-05-11 504479 1486872 MY 0 safari f onclick
1 0 0 0 2017-05-13 710441 1351499 FR 4 firefox f onclick
0 0 0 0 2017-05-15 1106581 1073423 US 4 chrome f onclick
14 0 0 0 2017-05-17 2886 1463398 CZ 4 opera f onclick
329 0 0 0 2017-05-13 411398 1439018 ID 0 uc f onclick
1 0 0 0 2017-05-17 429717 1469647 FR 2 edge f onclick
0 0 0 0 2017-05-14 919358 1334376 NI 0 chrome f onclick
1 0 0 0 2017-05-12 1175359 1471749 IN 3 opera f onclick
0 0 0 0 2017-05-16 593365 1482369 DE 1 native f onclick
362 0 0 0 2017-05-12 635070 1489263 HK 0 chrome f onclick
3 0 0 0 2017-05-14 710441 1486855 TR 0 samsung f onclick
1 0 0 0 2017-05-11 864823 1225830 US 6 ie f onclick
2 0 0 0 2017-05-16 429717 1471749 IL 3 samsung f onclick
0 0 0 0 2017-05-14 1136746 1484495 LK 1 opera_mini t onclick
14 0 0 0 2017-05-14 296416 1480010 DZ 3 firefox f onclick
185 0 0 0 2017-05-11 751252 1466415 FR 1 samsung f onclick
1 0 0 0 2017-05-14 1175359 1480031 MG 0 chrome f onclick
0 0 0 0 2017-05-16 1078334 1357568 NL 10 safari f onclick
0 0 0 0 2017-05-15 1181186 1461734 LU 12 chrome f onclick
1 0 0 0 2017-05-14 429717 1158741 LT 11 firefox f onclick
2 0 0 0 2017-05-12 938076 1328084 SA 4 firefox f onclick
0 0 0 0 2017-05-15 710441 1279612 DZ 1 chrome f onclick
1 0 0 0 2017-05-12 847358 1477185 AT 0 other f onclick
1 0 0 0 2017-05-12 3571 1183718 SA 18 chrome f onclick
1 0 0 0 2017-05-14 478410 1479925 RO 5 edge f onclick
3 0 0 0 2017-05-13 1181186 1119624 BH 6 chrome f onclick
6 0 0 0 2017-05-13 1181186 1474352 IM 0 chrome f onclick
1 0 0 0 2017-05-14 478410 1150832 IQ 6 chrome f onclick
0 0 0 0 2017-05-11 658456 1471749 TZ 1 chrome f onclick
0 0 0 0 2017-05-11 1015123 1483135 GB 3 chrome f onclick
2 0 0 0 2017-05-14 1172934 1143501 ES 0 chrome f onclick
2 0 0 0 2017-05-16 1159446 1447728 US 0 chrome f onclick
1 0 0 0 2017-05-12 1106581 1403111 DE 0 chrome f onclick
1 0 0 0 2017-05-12 1159446 1314898 QA 0 native f onclick
1 0 0 0 2017-05-11 710441 1319056 RW 20 chrome f onclick
1 0 0 0 2017-05-16 1193757 868823 US 7 safari f onclick
1 0 0 0 2017-05-10 864823 1312526 MA 2 firefox f onclick
2 0 0 0 2017-05-12 916307 1476318 TN 4 chrome f onclick
1 0 0 0 2017-05-15 1131386 1441621 SK 3 firefox f onclick
2 0 0 0 2017-05-11 1006044 1482555 ID 5 safari f onclick
1 0 0 0 2017-05-12 1062953 1365575 SG 0 chrome f onclick
1 0 0 0 2017-05-11 1153514 1405588 IN 1 other f onclick
2 0 1 2.97 2017-05-15 1026832 1483987 IT 0 chrome f onclick
3 0 0 0 2017-05-11 710441 1209310 IL 8 chrome f onclick
12 0 0 0 2017-05-16 710441 1443820 CH 2 safari f onclick
1 0 0 0 2017-05-13 593365 1433219 ES 4 safari f onclick
1 0 0 0 2017-05-17 1181186 848715 US 9 chrome t onclick
10 0 0 0 2017-05-15 429717 1357042 FR 4 edge f onclick
1 0 0 0 2017-05-13 1131575 1426304 NZ 26 ie f onclick
1 0 0 0 2017-05-17 1094155 1432413 MY 29 chrome f onclick
1 0 0 0 2017-05-17 864823 1478299 DE 1 chrome f onclick
2 0 0 0 2017-05-12 1049110 1482918 KW 4 chrome f onclick
1 0 0 0 2017-05-11 839950 1486504 TH 0 ie f onclick
12 0 0 0 2017-05-17 1175778 1486535 MX 0 safari f onclick
1 0 0 0 2017-05-12 1106581 1427800 MR 6 chrome f onclick
1 0 0 0 2017-05-15 1086822 1483566 GR 0 other f onclick
1 0 0 0 2017-05-14 63230 1486812 IT 0 native f onclick
2 0 0 0 2017-05-16 184394 1381435 IR 1 ie f onclick
1 0 0 0 2017-05-16 710441 1445612 BE 27 samsung f onclick
3 0 0 0 2017-05-17 2886 1461250 CO 2 chrome f onclick
2 0 0 0 2017-05-17 1049110 1257443 RO 0 firefox f onclick
1 0 0 0 2017-05-13 710441 1253465 GD 5 chrome f onclick
8 0 0 0 2017-05-14 184394 1443349 IQ 20 chrome f onclick
0 0 0 0 2017-05-13 938076 1419819 LB 1 chrome f onclick
1 0 0 0 2017-05-16 1193757 1492344 IT 1 chrome f onclick
14 0 0 0 2017-05-15 2886 1332908 FR 0 firefox f onclick
1 0 0 0 2017-05-15 504479 1448972 PL 9 edge f onclick
12 0 0 0 2017-05-12 359660 1476080 KW 3 chrome f onclick
