impressions clicks conversions revenue day zone_id banner_id geo campaign_clicks browser proxy direction
3 0 0 0 2017-05-12 593365 1478513 CR 0 firefox f onclick
1 0 0 0 2017-05-12 916307 1424265 DK 0 opera f onclick
12 0 0 0 2017-05-13 1188683 1119624 PS 13 chrome f onclick
0 0 0 0 2017-05-12 429717 1373287 MX 3 fb f onclick
1 0 0 0 2017-05-17 429717 1461994 UA 0 ie f onclick
9 0 0 0 2017-05-16 743805 1158534 EG 0 firefox f onclick
1 0 0 0 2017-05-11 308635 1486565 US 0 ie f onclick
0 0 0 0 2017-05-12 1138353 1319057 ZA 7 ie t onclick
0 0 0 0 2017-05-17 710441 1253465 GF 8 chrome f onclick
1 0 0 0 2017-05-16 1175359 1493230 GB 0 edge f onclick
1 0 0 0 2017-05-13 1188683 1322017 SA 18 chrome f onclick
1 0 0 0 2017-05-11 916307 1328086 SN 30 safari f onclick
1 0 0 0 2017-05-15 334661 1465866 JP 0 ie f onclick
3 0 0 0 2017-05-13 1078261 1317612 JP 0 native f onclick
0 0 0 0 2017-05-14 429717 1471749 GU 20 chrome f onclick
0 0 0 0 2017-05-14 63230 1481293 RE 2 chrome f onclick
1 0 0 0 2017-05-15 1078334 1426856 SA 8 safari f onclick
40 0 0 0 2017-05-14 634917 1466415 FR 1 native f onclick
60 0 0 0 2017-05-14 710441 1422206 FR 1 chrome f onclick
1 0 0 0 2017-05-14 634917 1295104 ID 19 uc f onclick
2 0 0 0 2017-05-17 613771 1407602 MA 1 chrome f onclick
2 0 0 0 2017-05-14 452300 1490577 US 0 chrome f onclick
10 0 0 0 2017-05-16 710441 1380707 ES 6 chrome f onclick
1 0 0 0 2017-05-15 63230 1322024 QA 26 chrome f onclick
1 0 0 0 2017-05-15 1033644 1475308 HU 1 opera f onclick
2 0 0 0 2017-05-15 1078334 1476318 TN 11 chrome f onclick
3 0 0 0 2017-05-11 1155625 1486581 IN 0 opera f onclick
2 0 0 0 2017-05-11 593365 1048643 BA 6 chrome f onclick
1 0 0 0 2017-05-11 296416 1328155 AE 0 native f onclick
43 0 0 0 2017-05-11 1181186 1340024 BG 2 chrome f onclick
392 0 1 0.12 2017-05-15 1078261 1380410 BG 0 chrome f onclick
0 0 0 0 2017-05-17 1108546 1478950 CA 0 firefox f onclick
1 0 0 0 2017-05-14 1082686 1481293 ID 0 chrome f onclick
1 0 0 0 2017-05-13 1078261 1379949 IQ 3 samsung f onclick
2 0 0 0 2017-05-17 296416 1470538 EG 0 opera t onclick
2 0 0 0 2017-05-13 452300 1415357 BB 5 chrome f onclick
0 0 0 0 2017-05-14 1094155 1308817 NP 1 chrome f onclick
3 0 0 0 2017-05-13 478410 1380410 TW 3 chrome f onclick
1 0 0 0 2017-05-17 843753 1495345 GE 0 safari f onclick
1 0 0 0 2017-05-15 804548 1479228 TR 1 firefox f onclick
1 0 0 0 2017-05-10 1049110 1411955 US 0 chrome f onclick
3920 0 3 2.37 2017-05-11 1062953 1357041 FR 0 firefox f onclick
0 0 0 0 2017-05-13 994795 1478626 GR 0 chrome f onclick
0 0 0 0 2017-05-12 835794 1482555 QA 0 safari f onclick
2 0 0 0 2017-05-15 1175359 1481283 DE 0 chrome f onclick
4 0 0 0 2017-05-12 1171785 1319056 JP 2 chrome f onclick
2 0 0 0 2017-05-12 1131575 1101951 ZM 7 firefox f onclick
31 0 0 0 2017-05-12 2886 1480535 FR 3 safari f onclick
2 0 0 0 2017-05-14 1006044 1453372 RO 0 chrome f onclick
1 0 0 0 2017-05-12 1093675 1362341 EG 0 chrome f onclick
95 0 0 0 2017-05-11 1062802 1487045 BR 0 chrome f onclick
1 0 0 0 2017-05-11 1019754 1427800 BB 6 chrome f onclick
1 0 0 0 2017-05-14 847358 1158534 SI 0 firefox f onclick
86 0 0 0 2017-05-12 1078261 1417546 SE 0 chrome f onclick
1 0 0 0 2017-05-16 710441 1348531 AT 3 samsung f onclick
29 0 0 0 2017-05-15 916307 1463004 NL 0 chrome f onclick
4 0 0 0 2017-05-14 452300 1428086 KE 1 chrome f onclick
1 0 0 0 2017-05-12 804548 1463325 AE 11 chrome f onclick
1 0 0 0 2017-05-17 1019754 1468485 RO 5 chrome f onclick
8 0 0 0 2017-05-17 1188683 1385883 GB 1 safari f onclick
2 0 0 0 2017-05-17 1181186 1473796 MG 3 chrome f onclick
1 0 0 0 2017-05-15 635070 966128 QA 15 firefox f onclick
1 0 0 0 2017-05-12 429717 1424554 RE 25 firefox f onclick
1 0 0 0 2017-05-12 429717 1373199 SA 3 fb f onclick
62 0 0 0 2017-05-12 1131575 1159444 JO 1 chrome f onclick
0 0 0 0 2017-05-15 1159446 1475530 AE 0 fb f onclick
1 0 0 0 2017-05-17 762488 1485969 AZ 1 chrome f onclick
4 0 0 0 2017-05-16 1188683 1490386 KW 5 samsung f onclick
0 0 0 0 2017-05-11 296416 1477142 HK 0 chrome f onclick
1 0 0 0 2017-05-15 804548 1482555 NP 1 safari f onclick
0 0 0 0 2017-05-17 1094155 1441139 KH 4 chrome f onclick
0 0 0 0 2017-05-13 1193760 1331151 VI 0 edge f onclick
0 0 0 0 2017-05-13 1051472 1487814 ID 0 firefox f onclick
2 0 0 0 2017-05-17 1106581 1492344 RO 1 ie f onclick
57 0 0 0 2017-05-14 504479 1358780 BR 0 ie f onclick
1 0 0 0 2017-05-17 843753 1308817 PT 0 chrome f onclick
1 0 0 0 2017-05-13 1078334 1488602 US 0 uc f onclick
0 0 0 0 2017-05-17 1159446 1308848 FR 1 edge f onclick
1 0 0 0 2017-05-15 471152 1414991 EG 8 ie f onclick
1 0 0 0 2017-05-16 635070 1477142 HK 10 samsung f onclick
1 0 0 0 2017-05-13 359660 1449786 SA 13 chrome f onclick
1 0 0 0 2017-05-12 1148967 1344616 JM 3 opera_mini f onclick
1 0 0 0 2017-05-11 710441 1364528 SK 5 other f onclick
1 0 0 0 2017-05-14 478410 1364528 JO 9 opera f onclick
1 0 0 0 2017-05-11 1175359 1450930 IT 6 chrome f onclick
1 0 0 0 2017-05-15 1078334 1442059 MO 1 chrome f onclick
2 0 0 0 2017-05-10 63230 1380600 IL 30 chrome f onclick
5 0 0 0 2017-05-10 1188683 1480010 PS 0 firefox f onclick
1 0 0 0 2017-05-15 429717 1158535 QA 5 ie f onclick
1 0 0 0 2017-05-11 916307 1321130 SV 18 safari f onclick
60 0 0 0 2017-05-12 1106581 1461734 BE 0 firefox f onclick
3 0 0 0 2017-05-14 1181186 1314912 GB 15 chrome f onclick
1 0 0 0 2017-05-15 308635 1477723 US 1 chrome f onclick
0 0 0 0 2017-05-14 478410 1346534 US 6 chrome t onclick
5 0 0 0 2017-05-12 1144886 1305375 GB 6 chrome f onclick
5 0 0 0 2017-05-17 1193757 1209256 US 27 firefox f onclick
0 0 0 0 2017-05-16 299399 1473796 AD 0 chrome f onclick
2 0 0 0 2017-05-16 296416 1489237 MA 0 firefox f onclick
1 0 0 0 2017-05-16 935696 1483123 VN 1 chrome f onclick
0 0 0 0 2017-05-15 334661 1484232 JO 0 chrome f onclick
16 0 0 0 2017-05-17 429717 1284853 FR 9 chrome f onclick
15 0 0 0 2017-05-13 1106581 1443458 PF 5 chrome f onclick
1 0 0 0 2017-05-14 710441 1408302 IS 21 safari f onclick
1 0 0 0 2017-05-10 752709 1471749 BO 28 uc f onclick
4 0 0 0 2017-05-11 894882 1302659 IN 1 chrome f onclick
1 0 0 0 2017-05-11 1131386 1485986 GB 0 firefox f onclick
4 0 0 0 2017-05-17 504479 1486872 BR 3 firefox f onclick
10 0 0 0 2017-05-12 452300 1433216 AZ 4 chrome f onclick
0 0 0 0 2017-05-14 1094155 1476082 MA 5 chrome f onclick
2 0 0 0 2017-05-13 1106900 1454077 BH 1 chrome f onclick
0 0 0 0 2017-05-13 1062802 1447482 GB 6 native f onclick
1 0 0 0 2017-05-14 1106581 1466584 CL 0 chrome f onclick
0 0 0 0 2017-05-13 1019754 1463798 AT 2 safari f onclick
1 0 0 0 2017-05-13 504479 1058901 BG 2 firefox f onclick
1 0 0 0 2017-05-15 359660 1256377 SA 5 safari f onclick
1 0 0 0 2017-05-14 429717 1483601 IN 7 safari f onclick
6 0 0 0 2017-05-17 63230 1183718 SA 4 chrome f onclick
3 0 0 0 2017-05-15 839950 1487507 US 0 ie f onclick
2 0 0 0 2017-05-12 184394 1474870 CZ 1 ie f onclick
6 0 0 0 2017-05-13 894882 1253465 NP 0 chrome f onclick
27 0 0 0 2017-05-15 1078310 1235476 IT 1 ie f onclick
1 0 0 0 2017-05-15 839950 1391581 AM 0 chrome f onclick
0 0 0 0 2017-05-17 429717 1470601 MA 0 firefox f onclick
2 0 0 0 2017-05-12 593365 1390254 FR 11 edge f onclick
3 0 0 0 2017-05-16 429717 998413 MK 0 firefox f onclick
1 0 0 0 2017-05-17 1019754 1468173 FR 4 opera f onclick
1 0 0 0 2017-05-14 1188683 1463616 DE 6 firefox f onclick
0 0 0 0 2017-05-15 1138353 1319056 SG 0 chrome f onclick
1 0 0 0 2017-05-17 1108546 1480725 ID 2 chrome f onclick
1 0 0 0 2017-05-13 1175359 1377432 NP 2 chrome f onclick
165 0 1 0.26 2017-05-12 1155625 1487862 ID 0 opera_mini f onclick
0 0 0 0 2017-05-14 299399 848715 HK 8 chrome f onclick
4 0 0 0 2017-05-14 340505 1488649 TR 0 opera_mini f onclick
24 0 0 0 2017-05-12 2886 1474870 CZ 2 firefox f onclick
0 0 0 0 2017-05-13 299399 1380410 BG 5 chrome f onclick
0 0 0 0 2017-05-12 452300 1390718 FR 0 chrome f onclick
3 0 0 0 2017-05-13 1181186 1474352 SG 8 chrome f onclick
1 0 0 0 2017-05-12 1175359 1471511 RO 8 chrome f onclick
1 0 0 0 2017-05-10 593365 1371237 EC 2 chrome f onclick
0 0 0 0 2017-05-17 1175778 1413951 AE 0 chrome f onclick
4 0 0 0 2017-05-12 1078261 1259030 CR 0 chrome f onclick
0 0 0 0 2017-05-13 429717 1157178 SX 2 firefox f onclick
1 0 0 0 2017-05-12 429717 1455150 DK 4 edge f onclick
5 0 0 0 2017-05-12 635070 1483152 BH 4 safari f onclick
1 0 0 0 2017-05-11 593365 1043462 GP 9 firefox f onclick
3 0 0 0 2017-05-16 452300 1407602 PA 5 chrome f onclick
3 0 0 0 2017-05-12 916307 1471066 IN 2 safari f onclick
1 0 0 0 2017-05-17 916307 1244231 IS 3 firefox f onclick
6 0 0 0 2017-05-14 452300 1390863 ID 10 chrome f onclick
45 0 0 0 2017-05-17 63230 1475864 EG 10 chrome f onclick
0 0 0 0 2017-05-12 1116920 1469781 NZ 0 safari f onclick
1 0 0 0 2017-05-13 938076 1463402 PS 19 safari f onclick
1 0 0 0 2017-05-17 429717 1477142 DE 3 firefox f onclick
1 0 0 0 2017-05-14 184394 1472308 VN 8 firefox f onclick
6 0 0 0 2017-05-10 901154 1483315 US 0 chrome f onclick
3 0 0 0 2017-05-13 769152 1484192 MX 8 uc f onclick
2 0 0 0 2017-05-12 864823 1426856 SA 14 other f onclick
0 0 0 0 2017-05-14 1106900 1485276 AE 1 chrome f onclick
1 0 0 0 2017-05-14 1120987 1467836 NP 6 chrome f onclick
0 0 0 0 2017-05-17 429717 1450222 GR 0 uc f onclick
11 0 0 0 2017-05-17 1144886 1319056 QA 2 chrome f onclick
0 0 0 0 2017-05-17 835794 1480031 OM 0 chrome f onclick
1 0 0 0 2017-05-13 184394 1480057 RS 0 edge f onclick
1 0 0 0 2017-05-17 308635 1483438 SG 19 opera f onclick
1 0 0 0 2017-05-14 916307 1463882 AR 8 safari f onclick
0 0 0 0 2017-05-12 578372 1340293 GT 0 firefox f onclick
0 0 0 0 2017-05-17 334661 1409323 IL 10 chrome f onclick
0 0 0 0 2017-05-13 478410 1486872 SE 0 chrome f onclick
93 0 0 0 2017-05-12 916307 1159444 AE 0 chrome f onclick
4 0 0 0 2017-05-15 429717 1432413 MY 3 safari f onclick
1 0 0 0 2017-05-13 710441 1471749 SI 16 safari f onclick
26 0 0 0 2017-05-11 847358 1475785 NO 0 firefox f onclick
6 0 0 0 2017-05-15 1019754 1427882 GR 0 chrome f onclick
1 0 0 0 2017-05-12 1078261 1377692 QA 21 samsung f onclick
1 0 0 0 2017-05-15 843753 1391580 BR 1 chrome f onclick
0 0 0 0 2017-05-13 938076 1480042 HU 1 chrome f onclick
1 0 0 0 2017-05-16 1175359 1143501 PE 11 chrome f onclick
1 0 0 0 2017-05-16 1139279 1319056 JM 3 chrome f onclick
2 0 0 0 2017-05-16 1019754 1415684 AT 0 chrome f onclick
31 0 0 0 2017-05-15 710441 1468604 FR 2 chrome f onclick
1 0 0 0 2017-05-14 33771 1253203 SK 14 chrome f onclick
0 0 0 0 2017-05-15 1078334 1486890 QA 0 opera_mini f onclick
2 0 0 0 2017-05-11 1106581 1319056 JO 7 chrome f onclick
1 0 0 0 2017-05-17 1159446 1477142 GB 1 samsung f onclick
2 0 0 0 2017-05-12 359660 1483152 IQ 1 chrome f onclick
2 0 0 0 2017-05-11 452300 1463786 SA 3 chrome f onclick
1 0 0 0 2017-05-14 33771 1253202 RO 0 firefox f onclick
1 0 0 0 2017-05-13 184394 1413482 KR 20 chrome f onclick
1 0 0 0 2017-05-12 924810 1357456 PH 1 opera f onclick
1 0 0 0 2017-05-16 1078261 1394432 DZ 6 chrome f onclick
4 0 0 0 2017-05-15 1188683 1369589 SA 1 ie f onclick
0 0 0 0 2017-05-14 938076 1225310 UA 30 safari f onclick
10 0 0 0 2017-05-13 452300 1384271 PE 6 chrome f onclick
2 0 0 0 2017-05-11 1082686 1474723 IN 3 chrome f onclick
1 0 0 0 2017-05-12 184394 1459893 AL 1 chrome f onclick
1 0 0 0 2017-05-14 1093675 1428068 CL 0 chrome f onclick
0 0 0 0 2017-05-15 471152 1084348 HK 8 chrome f onclick
1 0 0 0 2017-05-15 437742 1490130 IR 2 chrome f onclick
2 0 0 0 2017-05-17 1106581 1461994 AT 3 ie f onclick
38 0 2 0.7671 2017-05-17 236651 1485425 BR 0 samsung f onclick
1 0 0 0 2017-05-11 1019754 1344826 TR 0 chrome f onclick
2 0 0 0 2017-05-17 1019754 1377585 ME 1 chrome f onclick
2 0 0 0 2017-05-11 847358 1470164 PT 1 firefox f onclick
9 0 0 0 2017-05-17 334661 1181822 EC 0 chrome f onclick
2 0 0 0 2017-05-12 1175359 1470941 US 3 samsung f onclick
2 0 0 0 2017-05-14 429717 1194414 PL 1 chrome f onclick
1 0 0 0 2017-05-11 1175359 1467973 DK 3 chrome f onclick
17 0 0 0 2017-05-16 452300 1377434 MU 1 chrome f onclick
1 0 0 0 2017-05-14 429717 1158997 VG 7 chrome f onclick
1 0 0 0 2017-05-13 759991 1381410 ID 2 chrome f onclick
21 0 0 0 2017-05-16 1159446 1317440 IN 3 edge f onclick
0 0 0 0 2017-05-11 1110275 1317440 IN 1 opera_mini f onclick
7 0 0 0 2017-05-17 334661 1476073 ES 9 chrome f onclick
0 0 0 0 2017-05-12 1121522 1319056 JO 5 chrome f onclick
167 0 0 0 2017-05-14 478410 1330100 FR 0 edge f onclick
8 0 0 0 2017-05-16 769152 1460989 ID 2 uc f onclick
2 0 0 0 2017-05-14 843753 1398644 NO 0 chrome f onclick
2 0 0 0 2017-05-17 1144886 1491920 LU 1 chrome f onclick
13 0 0 0 2017-05-15 710441 1455530 AE 4 chrome f onclick
1 0 0 0 2017-05-14 1185182 1467859 ZA 0 chrome f onclick
1 0 0 0 2017-05-17 2886 1490682 AE 7 safari f onclick
3 0 0 0 2017-05-13 1159446 1463915 AE 7 firefox f onclick
0 0 0 0 2017-05-11 384787 1069234 US 0 chrome f onclick
1 0 0 0 2017-05-17 212967 1451587 IQ 1 chrome f onclick
1 0 0 0 2017-05-14 429717 1486812 GR 0 native f onclick
0 0 0 0 2017-05-16 864823 1089115 EG 24 firefox f onclick
2 0 0 0 2017-05-17 1188683 1461994 JO 11 chrome f onclick
6 0 0 0 2017-05-14 452300 1428068 GT 4 chrome f onclick
2 0 0 0 2017-05-15 1062802 1463698 GB 5 samsung f onclick
2 0 0 0 2017-05-12 894882 1334632 PK 0 chrome f onclick
1 0 0 0 2017-05-11 847358 1382082 BR 0 firefox f onclick
0 0 0 0 2017-05-14 299399 1479987 KH 4 chrome f onclick
0 0 0 0 2017-05-13 1062802 1489817 US 1 safari f onclick
23 0 0 0 2017-05-17 2886 1225310 RO 0 chrome f onclick
3 0 0 0 2017-05-15 916307 1253464 RO 11 chrome f onclick
1 0 0 0 2017-05-13 916307 1428084 CY 1 chrome f onclick
2 0 0 0 2017-05-10 1106581 1454045 PK 0 firefox f onclick
3 0 0 0 2017-05-13 710441 1380412 NO 1 ie f onclick
1 0 0 0 2017-05-17 384787 1487444 ZA 0 opera f onclick
2 0 0 0 2017-05-14 1188683 1480942 KW 15 chrome f onclick
1 0 0 0 2017-05-14 1019754 1470278 US 0 chrome f onclick
19 0 0 0 2017-05-14 752709 1488764 BD 0 uc f onclick
2 0 0 0 2017-05-10 1019754 1462935 GB 1 firefox f onclick
13 0 0 0 2017-05-12 1171720 1463230 NZ 0 edge f onclick
3 0 0 0 2017-05-11 1175359 1487808 JP 0 chrome f onclick
2 0 0 0 2017-05-17 1188683 1481521 OM 1 chrome f onclick
1 0 0 0 2017-05-11 478410 980751 VE 2 opera f onclick
3 0 0 0 2017-05-12 429717 1471749 BH 0 samsung f onclick
2 0 0 0 2017-05-11 184394 1474693 JP 4 firefox f onclick
1 0 0 0 2017-05-11 593365 1101951 SK 4 ie f onclick
1 0 0 0 2017-05-12 1078334 1415027 EC 4 ie f onclick
0 0 0 0 2017-05-13 1181186 1459692 NZ 5 chrome f onclick
1 0 0 0 2017-05-16 334661 1183686 BO 1 chrome f onclick
2 0 0 0 2017-05-17 635070 1465093 GB 18 chrome f onclick
2 0 0 0 2017-05-14 710441 1237010 CH 19 samsung f onclick
1 0 0 0 2017-05-14 635070 1158913 CY 6 chrome f onclick
72 0 0 0 2017-05-13 478410 1010408 RO 7 firefox f onclick
3 0 0 0 2017-05-17 554363 1487855 TH 0 chrome f onclick
27 0 0 0 2017-05-17 1188683 1487592 DZ 2 firefox f onclick
2 0 0 0 2017-05-15 1019754 1455035 BE 3 chrome f onclick
2 0 0 0 2017-05-17 804548 1351613 GH 0 chrome f onclick
1 0 0 0 2017-05-16 843753 1468469 IL 0 chrome f onclick
2 0 0 0 2017-05-12 916307 1048744 BE 9 ie f onclick
3 0 0 0 2017-05-15 429717 1486583 KW 0 chrome f onclick
0 0 0 0 2017-05-17 710441 1461994 PH 1 ie f onclick
4 0 0 0 2017-05-15 635070 1480891 IL 0 samsung f onclick
11 0 0 0 2017-05-12 994795 1489217 US 0 chrome f onclick
11 0 0 0 2017-05-12 952283 1488520 BR 2 firefox f onclick
1 0 0 0 2017-05-17 769152 1484463 KR 14 chrome f onclick
18 0 0 0 2017-05-16 769152 1486762 PL 0 chrome f onclick
0 0 0 0 2017-05-16 1078334 1391743 MQ 17 chrome f onclick
4 0 0 0 2017-05-17 1175359 1489784 US 1 firefox f onclick
10 0 0 0 2017-05-17 2886 1432476 DZ 2 chrome f onclick
4 0 0 0 2017-05-13 535061 1465898 FR 0 edge f onclick
0 0 0 0 2017-05-13 593365 1409323 GH 0 firefox f onclick
0 0 0 0 2017-05-16 429717 1416444 TR 5 chrome f onclick
1 0 0 0 2017-05-16 452300 1346534 US 9 chrome t onclick
0 0 0 0 2017-05-13 429717 1297653 DZ 2 opera f onclick
1 0 0 0 2017-05-11 1078334 1467859 FR 5 chrome f onclick
2 0 0 0 2017-05-11 100386 1465847 IN 9 chrome f onclick
0 0 0 0 2017-05-11 299399 1345741 CU 0 chrome f onclick
0 0 0 0 2017-05-17 429717 1246746 US 9 edge f onclick
1 0 0 0 2017-05-17 429717 1471749 CR 7 safari f onclick
3 0 0 0 2017-05-17 1106900 1486855 KW 3 chrome f onclick
1 0 0 0 2017-05-11 429717 1340292 MO 16 chrome f onclick
0 0 0 0 2017-05-13 1019754 1048682 HR 4 firefox f onclick
1 0 0 0 2017-05-16 769152 1486812 IT 4 uc f onclick
1 0 0 0 2017-05-10 1159446 1450222 KW 1 chrome f onclick
0 0 0 0 2017-05-12 1193757 1463882 AT 4 safari f onclick
1 0 0 0 2017-05-11 916307 1371712 PR 30 chrome f onclick
1 0 0 0 2017-05-16 296416 1471749 MA 15 native f onclick
1 0 0 0 2017-05-12 184394 868100 FI 7 chrome f onclick
1 0 0 0 2017-05-14 1193760 1337870 UA 2 chrome f onclick
1 0 0 0 2017-05-11 1026832 1443601 IN 0 samsung f onclick
1 0 0 0 2017-05-13 635070 1463507 AU 1 chrome f onclick
0 0 0 0 2017-05-12 1094155 1467836 TT 3 chrome f onclick
3 0 0 0 2017-05-12 1019754 1428068 PK 0 chrome f onclick
1 0 0 0 2017-05-12 916307 1158535 CZ 4 firefox f onclick
1 0 0 0 2017-05-15 710441 1181822 MA 5 chrome f onclick
0 0 0 0 2017-05-14 1078334 1417502 NZ 1 chrome f onclick
18 0 0 0 2017-05-14 452300 1427800 TT 2 chrome f onclick
1 0 0 0 2017-05-14 429717 1225310 LT 1 safari f onclick
1 0 0 0 2017-05-14 847358 1480031 VE 0 chrome f onclick
0 0 0 0 2017-05-12 429717 1446426 ES 3 chrome f onclick
7 0 0 0 2017-05-16 769152 1384266 ID 26 native f onclick
4 0 0 0 2017-05-17 1188683 1478488 MY 1 safari f onclick
1 0 0 0 2017-05-17 916307 1450222 LU 22 samsung f onclick
6 0 0 0 2017-05-15 359660 1363572 SA 0 samsung f onclick
4 0 0 0 2017-05-12 1015084 1483796 ZA 0 opera f onclick
1 0 0 0 2017-05-15 881548 1489048 IE 0 chrome f onclick
1 0 0 0 2017-05-13 334661 127528 HN 3 firefox f onclick
1 0 0 0 2017-05-15 1144404 1331644 SV 0 samsung f onclick
1 0 0 0 2017-05-13 710441 1419401 US 6 chrome f onclick
1 0 0 0 2017-05-12 847358 1460989 ID 0 chrome f onclick
4 0 0 0 2017-05-11 1159446 1450934 GB 2 chrome f onclick
1 0 0 0 2017-05-12 635070 1183686 BH 3 edge f onclick
2 0 0 0 2017-05-17 839950 1477030 IQ 1 fb f onclick
2 0 0 0 2017-05-17 429717 1159444 LB 1 chrome f onclick
21 0 0 0 2017-05-14 1159446 1480031 LK 1 chrome f onclick
0 0 0 0 2017-05-13 2886 1472276 LV 0 chrome f onclick
3 0 0 0 2017-05-17 184394 1471746 ES 7 ie f onclick
1 0 0 0 2017-05-11 1175359 1356981 BR 4 chrome f onclick
0 0 0 0 2017-05-11 613771 897584 BE 0 ie f onclick
0 0 0 0 2017-05-12 710441 1395169 JO 20 chrome f onclick
10 0 0 0 2017-05-11 1116920 1480621 US 6 chrome f onclick
0 0 0 0 2017-05-13 1078261 1373287 MX 30 chrome f onclick
1 0 0 0 2017-05-15 1159446 1119624 SN 1 chrome f onclick
2 0 0 0 2017-05-16 212967 1420488 EG 20 native f onclick
1 0 0 0 2017-05-12 635070 1446923 KW 17 chrome f onclick
27 0 1 0.54 2017-05-16 1049110 1483932 JP 1 native f onclick
1 0 0 0 2017-05-13 33771 1186108 PY 0 chrome f onclick
1 0 0 0 2017-05-14 1193757 1287833 GB 3 opera f onclick
0 0 0 0 2017-05-11 759991 1253203 MK 17 chrome f onclick
0 0 0 0 2017-05-12 429717 1319056 TN 21 chrome f onclick
2 0 0 0 2017-05-15 1078334 1225310 GU 0 chrome f onclick
3 0 0 0 2017-05-17 710441 1225310 VN 0 chrome f onclick
12 0 0 0 2017-05-12 759991 1486343 BB 0 other f onclick
0 0 0 0 2017-05-12 1106581 1480421 IT 0 samsung f onclick
1 0 0 0 2017-05-12 835794 1456292 GB 0 opera f onclick
3 0 0 0 2017-05-17 635070 1158997 BN 2 chrome f onclick
16 0 0 0 2017-05-17 299399 1441139 BD 0 chrome f onclick
0 0 0 0 2017-05-17 710441 1461994 AW 0 other f onclick
12 0 0 0 2017-05-12 55915 1486972 US 0 chrome f onclick
8 0 0 0 2017-05-12 478410 1486393 OM 0 native f onclick
4 0 0 0 2017-05-14 63230 1477142 SE 1 opera f onclick
2 0 0 0 2017-05-16 710441 1425456 GB 4 ie f onclick
0 0 0 0 2017-05-17 1106581 1462728 BR 0 opera f onclick
1 0 0 0 2017-05-17 1106581 1475707 PH 1 chrome f onclick
0 0 0 0 2017-05-13 63230 1240242 ID 2 chrome f onclick
1 0 0 0 2017-05-13 635070 998413 IL 17 firefox f onclick
0 0 0 0 2017-05-10 184394 1423685 BR 0 firefox f onclick
25 0 0 0 2017-05-13 1188683 1391241 EG 2 chrome f onclick
1 0 0 0 2017-05-15 2886 1048682 LK 1 firefox f onclick
1 0 0 0 2017-05-13 308635 1441531 RO 0 firefox f onclick
0 0 0 0 2017-05-17 9245 1450222 PY 12 chrome f onclick
0 0 0 0 2017-05-16 478410 1465112 CA 0 chrome f onclick
1 0 0 0 2017-05-16 1078334 1461994 HU 1 opera f onclick
6 0 0 0 2017-05-16 710441 1467836 MU 3 chrome f onclick
2 0 0 0 2017-05-14 1078178 1467861 A2 0 chrome f onclick
5 0 0 0 2017-05-13 847358 1048741 PT 0 chrome f onclick
0 0 0 0 2017-05-11 1106581 1471749 GF 1 samsung f onclick
4 0 0 0 2017-05-11 710441 1385883 IE 10 safari f onclick
1 0 0 0 2017-05-12 334661 1480990 GB 3 firefox f onclick
5 0 0 0 2017-05-16 3571 1253320 EG 2 chrome f onclick
16 0 0 0 2017-05-17 1041293 1270442 MX 0 chrome f onclick
96 0 0 0 2017-05-11 1181186 1314912 GB 1 chrome f onclick
1 0 0 0 2017-05-10 1181186 1360611 RU 3 chrome f onclick
133 0 0 0 2017-05-13 471151 1297875 ES 1 edge f onclick
1 0 0 0 2017-05-14 513092 1443458 GF 6 firefox f onclick
1 0 0 0 2017-05-15 1159446 1377432 SC 7 chrome f onclick
1 0 0 0 2017-05-15 759991 1263416 SV 14 firefox f onclick
20 0 0 0 2017-05-12 635070 1256377 QA 18 safari f onclick
0 0 0 0 2017-05-13 839950 1422885 ID 0 firefox f onclick
1 0 0 0 2017-05-14 710441 1258941 RU 11 chrome f onclick
6 0 0 0 2017-05-16 1082686 1492623 IN 0 native f onclick
7 0 0 0 2017-05-16 710441 1177467 FR 1 safari f onclick
3 0 0 0 2017-05-12 1019754 1433255 US 6 safari f onclick
1 0 0 0 2017-05-15 804548 1467849 KE 0 firefox f onclick
30 0 0 0 2017-05-13 1159311 1433219 BR 0 safari f onclick
1 0 0 0 2017-05-11 1131575 1426304 VC 3 native f onclick
3 0 0 0 2017-05-15 359660 1256377 KW 6 safari f onclick
1 0 0 0 2017-05-17 843753 1486872 MA 1 chrome f onclick
0 0 0 0 2017-05-11 429717 1452572 MX 2 firefox f onclick
2 0 0 0 2017-05-16 635070 1253320 JP 5 chrome f onclick
8 0 0 0 2017-05-17 1175359 1167729 RU 1 yandex f onclick
1 0 0 0 2017-05-11 1187136 1456220 HR 0 chrome f onclick
0 0 0 0 2017-05-13 1078261 868823 GB 21 safari f onclick
1 0 0 0 2017-05-17 1006044 1432413 MY 22 firefox f onclick
1 0 0 0 2017-05-11 1154054 1453377 OM 0 firefox f onclick
0 0 0 0 2017-05-17 634917 1327943 IL 1 samsung f onclick
1 0 0 0 2017-05-11 710441 1474904 HU 27 native f onclick
1 0 0 0 2017-05-11 710441 1471749 CR 13 chrome f onclick
3 0 0 0 2017-05-14 429717 1158535 JM 0 ie f onclick
2 0 0 0 2017-05-10 478410 1084348 DE 0 chrome t onclick
72 0 0 0 2017-05-12 429717 1159147 FR 0 ie f onclick
0 0 0 0 2017-05-16 1106581 1119624 BI 2 chrome f onclick
13 0 0 0 2017-05-10 308635 1481798 US 0 safari f onclick
1 0 0 0 2017-05-14 429717 1463882 AT 16 safari f onclick
