0	4	1019754	IL
0	0	635070	DK
0	2	938076	PS
0	0	1181186	ZA
0	0	1153514	BD
0	0	835794	BN
0	1	184394	MK
0	0	334661	FR
0	1	184394	BA
0	15	478410	CZ
0	0	429717	HU
0	1	334661	AR
0	2	1049110	IN
0	4	1049110	CZ
0	18	384787	ZA
0	0	299399	BS
0	2	452300	BM
0	0	716552	US
0	0	1193757	CH
0	0	1106900	EU
0	2	1188683	DK
0	10	710441	PH
0	1	504478	PE
0	0	710441	TR
0	1	1062802	PL
0	0	1138353	ZA
0	1	504479	AE
0	0	1078284	DK
0	843	1062953	FR
0	2	924810	GB
0	3	1188683	NL
0	0	1078334	PS
0	2	429717	CR
0	2	212967	OM
0	1	9245	US
0	9	63230	FR
0	1	452300	KR
0	30	478410	HK
0	1	334661	PR
0	0	835794	DK
0	1	894882	PH
0	1	478410	US
0	0	635070	AU
0	0	1120987	PL
0	6	1108546	AR
0	3	1019754	CH
0	4	1175359	MX
0	0	429717	AT
0	0	1144886	TJ
0	3	452300	IL
0	1	384787	ZA
0	4	1181186	TN
2	18	1131575	PH
0	5	593365	DE
0	25	916307	ZA
0	1	752709	KH
0	39	634917	IN
0	1	452300	IR
0	1	299399	DZ
0	0	759991	ZA
0	0	1062802	GR
0	2	1131386	TH
0	1	452300	LU
0	0	1138353	PR
0	1	752709	GE
0	1	1078261	EG
0	1	593365	DZ
0	0	2886	RO
0	3	710441	GB
0	0	3571	TN
0	16	2886	PL
0	27	478410	HK
0	0	1078178	PK
0	1	831863	DE
0	0	1015084	DZ
0	2	299399	IN
0	0	1078334	IQ
0	25	1188683	SA
0	1	1187136	TR
0	1	429717	MY
0	1	635070	CY
0	0	452300	IE
0	14	916307	HR
0	1	1106581	AD
0	0	1051472	MX
0	1	340505	NG
0	60	63230	DZ
0	4	635070	QA
0	17	452300	AM
0	7	1049110	HK
3	2489	504479	TR
0	4	1033644	PE
0	1	296416	OM
0	28	635070	QA
0	0	359660	ES
0	1	429717	IL
0	1	919358	BA
0	9	1181186	GF
0	4	935696	PL
0	0	1116920	CZ
0	2	184394	CL
0	0	1078334	CL
0	52	1188683	EG
0	6	916307	
0	1	429717	BW
0	31	1094155	GB
0	1	13821	FR
0	2	847358	TW
0	1	1078334	SA
0	2	1106581	HU
0	6	429717	NL
0	1	916307	PE
0	4	1078261	LB
0	1	1078334	ZA
0	0	299399	BI
0	1	762488	ID
0	7	63230	NL
0	2	1106900	ES
0	3	1144886	LB
0	3	1157306	US
0	3	1175359	BR
0	5	1049110	PH
0	20	334661	ES
0	0	1078284	IR
0	1	710441	LK
0	84	1110275	IN
0	4	1157984	US
0	0	1078334	AT
0	1	1131575	KE
0	17	1078261	AE
0	27	710441	US
0	0	1094155	BS
0	5	429717	FR
0	2	593365	BA
0	1	1094155	TR
0	1	1019754	ES
0	5	916307	AT
0	2	1181186	JE
0	2	635070	MX
0	1	710441	MX
0	18	478410	BR
0	1	33771	BE
0	139	429717	GB
0	1	759991	QA
0	1	658456	AL
0	0	429717	RU
0	4	1062953	RO
0	1	2886	VE
0	1	916307	AU
1	1874	471152	PK
0	0	835794	PH
0	2	1019754	FI
0	1	437742	IR
0	1	2886	TR
0	0	429717	AU
0	10	710441	FR
0	1	1144886	AO
0	0	1078284	HU
0	2	504478	RU
0	0	938076	UA
0	5	804548	TH
0	36	916307	BE
0	23	998748	BR
0	8	429717	GB
0	10	952283	BR
0	1	1187136	
0	0	864823	EG
0	1	299399	PH
0	1	759991	BB
0	0	1188683	US
0	2	1175359	US
0	2	184394	IQ
0	1	1019754	BR
0	6	916307	LB
0	1	308635	NZ
0	1	658456	BY
0	1	429717	PH
0	30	1186704	MY
0	0	429717	FI
0	0	1181186	CM
0	34	478410	DE
0	1	478410	UA
0	1	429717	MK
0	3	710441	IS
0	0	299399	KH
0	0	759991	SI
0	0	1078334	TT
0	0	1116920	PL
0	38	299399	MY
0	0	384787	IN
0	7	33771	US
0	0	63230	SA
0	0	843753	ZW
0	6	593365	BE
0	222	1121522	MY
0	1	710441	ES
0	0	184394	SY
0	1	1093675	AE
0	1	847358	DZ
0	1	437742	VN
0	0	1078261	CZ
0	5	504479	IN
0	0	1062896	SA
0	1	1131575	QA
0	1	710441	FR
0	0	916307	JO
0	1	1131386	ES
0	2	1193757	BE
0	16	635070	CA
0	1	1006044	LU
0	5	437742	TR
0	12	359660	SA
0	2	1051472	HK
0	0	340505	IT
0	1	916307	GH
0	1	1171720	SE
0	14	1015084	IN
0	77	835794	US
0	2	299399	NP
0	1	1188683	VE
0	1	635070	NL
0	97	916307	SI
0	0	880124	ID
0	1	452300	ZA
0	2	635070	IL
0	8	916307	KE
0	0	504478	US
0	0	471151	MY
0	1	2886	YE
0	1	1015123	US
0	0	452300	SE
0	1	212967	LB
0	1	1131575	US
0	1	881548	FR
0	1	1148967	SG
0	2	635070	JP
0	0	1062802	BE
0	12	334661	CL
0	0	1106839	PK
0	0	1110275	SD
0	0	1094155	RU
0	1	296416	SY
0	1	1175359	US
0	1	1188683	IT
0	3	1171720	BE
0	2	1181186	GI
0	42	1062802	US
0	1	916307	KE
0	0	1000535	IN
0	3	340505	IN
0	0	1019754	MU
0	0	1041293	BB
0	1	856845	IE
0	0	1078261	SL
0	0	2886	PE
0	1	1138353	NP
0	0	1041293	NG
0	5	1078261	MD
0	5	513092	FR
0	0	1131575	YE
0	0	1193760	IN
0	1	710441	RS
0	2	340505	MX
0	0	1106900	KE
0	2	1131386	IN
0	8	55915	GB
0	2	478410	RE
0	3	578372	US
0	0	429717	DE
0	1	504479	IN
0	0	1062802	BG
0	0	804548	MY
0	0	769152	IT
0	8	429717	GB
0	39	1188683	EG
0	4	916307	EE
0	6	1188683	IL
0	1	504479	GB
0	1	916307	CZ
0	1	916307	IL
0	2	935696	IT
0	0	1121522	CH
0	29	1108546	AU
0	1	1175778	IT
0	0	1121522	PH
0	5	635070	CY
0	2	1106900	IT
0	1	1049110	PH
0	1	635070	US
0	30	831863	DE
0	0	2886	NI
0	1	429717	EG
0	1	1062802	NI
0	3	804548	ID
0	1	429717	CH
0	1	1106581	GF
0	26	1078178	BR
0	1	881548	ZA
0	1	1006044	JP
0	8	710441	DK
0	0	903805	IT
0	46	1106581	MA
0	1	916307	GT
0	10	634917	ZA
0	1	634917	RS
0	1	769152	MV
0	8	308635	IQ
0	1	478410	SK
0	1	1078284	AE
0	1	334661	US
0	1	1131575	AF
0	4	839950	IT
0	2	1062896	PH
1	669	578372	EC
0	48	335487	IN
0	0	759991	HR
0	1	831863	CH
0	1	710441	US
0	3	478410	IL
0	2	429717	SN
0	3	437742	KZ
0	140	1131575	US
0	9	762488	CA
0	1	1019754	FR
0	1	1062953	EC
0	1	994795	ID
0	1	554363	KW
0	1	1131575	CL
0	1	835794	IE
0	1	1019754	JP
0	1	184394	US
0	1	1069863	AT
0	1	1039081	MK
0	1	63230	FI
0	2	1175359	US
0	0	1106581	BO
0	12	429717	SA
